S,pA,i,SFS_i
100,0.01,1,0.00010025062656641678
100,0.01,2,0.000050251256281407314
100,0.01,3,0.000033585222502099324
100,0.01,4,0.000025252525252525873
100,0.01,5,0.000020253164556963468
100,0.01,6,0.000016920473773267902
100,0.01,7,0.000014540167211924055
100,0.01,8,0.000012755102040811214
100,0.01,9,0.000011366865586797313
100,0.01,10,0.000010256410256410252
100,0.01,11,9.347978499649458e-6
100,0.01,12,8.591065292096245e-6
100,0.01,13,7.950705625124298e-6
100,0.01,14,7.401924500518459e-6
100,0.01,15,6.926406926407481e-6
100,0.01,16,6.51041666666814e-6
100,0.01,17,6.143449546924281e-6
100,0.01,18,5.817335660275972e-6
100,0.01,19,5.525625086355209e-6
100,0.01,20,5.263157894769239e-6
100,0.01,21,5.025757004702825e-6
100,0.01,22,4.810004810082393e-6
100,0.01,23,4.613078076434749e-6
100,0.01,24,4.432624113475172e-6
100,0.01,25,4.266666666666688e-6
100,0.01,26,4.11353352529826e-6
100,0.01,27,3.971800218449059e-6
100,0.01,28,3.840245775729809e-6
100,0.01,29,3.7178176410450293e-6
100,0.01,30,3.6036036036040422e-6
100,0.01,31,3.4968091616404063e-6
100,0.01,32,3.396739130451593e-6
100,0.01,33,3.302782594335125e-6
100,0.01,34,3.2144005021223438e-6
100,0.01,35,3.131115459882592e-6
100,0.01,36,3.052503052503014e-6
100,0.01,37,2.978184796367119e-6
100,0.01,38,2.907822041291808e-6
100,0.01,39,2.841110874352289e-6
100,0.01,40,2.777777777777898e-6
100,0.01,41,2.717575922277315e-6
100,0.01,42,2.6602819894479275e-6
100,0.01,43,2.605693440166742e-6
100,0.01,44,2.5536261491317703e-6
100,0.01,45,2.503912363067331e-6
100,0.01,46,2.4563989191845815e-6
100,0.01,47,2.410945694297769e-6
100,0.01,48,2.3674242424442125e-6
100,0.01,49,2.3257166114403185e-6
100,0.01,50,2.285714285718744e-6
100,0.01,51,2.247317265019766e-6
100,0.01,52,2.2104332449264854e-6
100,0.01,53,2.174976890893307e-6
100,0.01,54,2.140869192920765e-6
100,0.01,55,2.108036890733851e-6
100,0.01,56,2.076411960296046e-6
100,0.01,57,2.0459311547085248e-6
100,0.01,58,2.016535592358822e-6
100,0.01,59,1.988170387049571e-6
100,0.01,60,1.9607843150974527e-6
100,0.01,61,1.9343295151724892e-6
100,0.01,62,1.908761217176415e-6
100,0.01,63,1.8840374923429545e-6
100,0.01,64,1.8601190476134847e-6
100,0.01,65,1.8369690011395445e-6
100,0.01,66,1.8145527127446611e-6
100,0.01,67,1.792837613733141e-6
100,0.01,68,1.7717930545712309e-6
100,0.01,69,1.7513901659438724e-6
100,0.01,70,1.731601731601737e-6
100,0.01,71,1.712402072006511e-6
100,0.01,72,1.6937669376688844e-6
100,0.01,73,1.6756734112511545e-6
100,0.01,74,1.658099817608031e-6
100,0.01,75,1.6410256410249042e-6
100,0.01,76,1.624431448992423e-6
100,0.01,77,1.6082988219209387e-6
100,0.01,78,1.5926102882624566e-6
100,0.01,79,1.5773492645609875e-6
100,0.01,80,1.5625000000001138e-6
100,0.01,81,1.548047525059134e-6
100,0.01,82,1.5339776037105063e-6
100,0.01,83,1.5202766902467723e-6
100,0.01,84,1.5069318866326338e-6
100,0.01,85,1.4939309056876112e-6
100,0.01,86,1.4812620352588312e-6
100,0.01,87,1.4689141052577562e-6
100,0.01,88,1.456876456886593e-6
100,0.01,89,1.4451389139863251e-6
100,0.01,90,1.4336917562782212e-6
100,0.01,91,1.4225256943742543e-6
100,0.01,92,1.4116318464169713e-6
100,0.01,93,1.4010017162283612e-6
100,0.01,94,1.3906271728558774e-6
100,0.01,95,1.3805004314070965e-6
100,0.01,96,1.3706140350882719e-6
100,0.01,97,1.3609608383522888e-6
100,0.01,98,1.3515339910801597e-6
100,0.01,99,1.3423269237224484e-6
100,0.01,100,1.3333333333334245e-6
100,0.01,101,1.3245471704357584e-6
100,0.01,102,1.315962626661373e-6
100,0.01,103,1.3075741231080086e-6
100,0.01,104,1.2993762993761105e-6
100,0.01,105,1.2913640032280801e-6
100,0.01,106,1.2835322808363348e-6
100,0.01,107,1.2758763675791982e-6
100,0.01,108,1.2683916793495137e-6
100,0.01,109,1.261073804343067e-6
100,0.01,110,1.2539184952963294e-6
100,0.01,111,1.2469216621452455e-6
100,0.01,112,1.2400793650795917e-6
100,0.01,113,1.2333878079614936e-6
100,0.01,114,1.226843332106479e-6
100,0.01,115,1.2204424103737705e-6
100,0.01,116,1.2141816415736151e-6
100,0.01,117,1.2080577451602792e-6
100,0.01,118,1.2020675561965457e-6
100,0.01,119,1.1962080205747059e-6
100,0.01,120,1.1904761904761603e-6
100,0.01,121,1.1848692200598393e-6
100,0.01,122,1.1793843613633939e-6
100,0.01,123,1.1740189603899029e-6
100,0.01,124,1.1687704534828738e-6
100,0.01,125,1.163636363636268e-6
100,0.01,126,1.1586142973004526e-6
100,0.01,127,1.1537019411035314e-6
100,0.01,128,1.1488970588233057e-6
100,0.01,129,1.144197488486512e-6
100,0.01,130,1.139601139601132e-6
100,0.01,131,1.1351059905218511e-6
100,0.01,132,1.1307100859339492e-6
100,0.01,133,1.1264115344541012e-6
100,0.01,134,1.122208506340635e-6
100,0.01,135,1.1180992313068927e-6
100,0.01,136,1.114081996435293e-6
100,0.01,137,1.1101551441823983e-6
100,0.01,138,1.10631707046932e-6
100,0.01,139,1.1025662228885584e-6
100,0.01,140,1.09890109890552e-6
100,0.01,141,1.0953202442725749e-6
100,0.01,142,1.0918222513757146e-6
100,0.01,143,1.088405757745519e-6
100,0.01,144,1.0850694459629776e-6
100,0.01,145,1.081812036382893e-6
100,0.01,146,1.078632295405684e-6
100,0.01,147,1.0755290272021364e-6
100,0.01,148,1.0725010744502147e-6
100,0.01,149,1.0695473171961981e-6
100,0.01,150,1.0666666717760385e-6
100,0.01,151,1.0638580898005556e-6
100,0.01,152,1.0611205572082505e-6
100,0.01,153,1.0584530713277425e-6
100,0.01,154,1.0558547144023343e-6
100,0.01,155,1.0533245556346434e-6
100,0.01,156,1.0508617066023664e-6
100,0.01,157,1.0484653089054053e-6
100,0.01,158,1.0461345329015416e-6
100,0.01,159,1.0438685769465576e-6
100,0.01,160,1.0416666666674392e-6
100,0.01,161,1.0395280542635508e-6
100,0.01,162,1.0374520178442872e-6
100,0.01,163,1.0354378607854509e-6
100,0.01,164,1.0334849111203445e-6
100,0.01,165,1.0315925215194996e-6
100,0.01,166,1.02976006590464e-6
100,0.01,167,1.0279869445657924e-6
100,0.01,168,1.0262725779967227e-6
100,0.01,169,1.0246164092317804e-6
100,0.01,170,1.023017902806597e-6
100,0.01,171,1.0214765443448243e-6
100,0.01,172,1.0199918400652465e-6
100,0.01,173,1.0185633164421224e-6
100,0.01,174,1.0171905197843237e-6
100,0.01,175,1.0158730158730218e-6
100,0.01,176,1.0146103896103951e-6
100,0.01,177,1.0134022446859292e-6
100,0.01,178,1.0122482032593893e-6
100,0.01,179,1.0111479056277263e-6
100,0.01,180,1.0101010101010059e-6
100,0.01,181,1.009107192411507e-6
100,0.01,182,1.0081661457808706e-6
100,0.01,183,1.0072775805192772e-6
100,0.01,184,1.0064412238325205e-6
100,0.01,185,1.0056568196103276e-6
100,0.01,186,1.0049241282283435e-6
100,0.01,187,1.0042429263639145e-6
100,0.01,188,1.0036130068245957e-6
100,0.01,189,1.003034178389655e-6
100,0.01,190,1.0025062656641845e-6
100,0.01,191,1.002029108945377e-6
100,0.01,192,1.0016025641018168e-6
100,0.01,193,1.0012265024646254e-6
100,0.01,194,1.0009008107287482e-6
100,0.01,195,1.0006253908685167e-6
100,0.01,196,1.00040016006339e-6
100,0.01,197,1.000225050635916e-6
100,0.01,198,1.0001000100006537e-6
100,0.01,199,1.0000250006247588e-6
100,0.01,200,9.999999999998034e-7
100,0.01,201,1.0000250006247575e-6
100,0.01,202,1.000100010000652e-6
100,0.01,203,1.0002250506359146e-6
100,0.01,204,1.000400160063389e-6
100,0.01,205,1.0006253908685173e-6
100,0.01,206,1.0009008107287488e-6
100,0.01,207,1.001226502464626e-6
100,0.01,208,1.001602564101817e-6
100,0.01,209,1.002029108945378e-6
100,0.01,210,1.002506265664184e-6
100,0.01,211,1.0030341783896551e-6
100,0.01,212,1.0036130068245963e-6
100,0.01,213,1.0042429263639151e-6
100,0.01,214,1.0049241282283444e-6
100,0.01,215,1.005656819610329e-6
100,0.01,216,1.0064412238325209e-6
100,0.01,217,1.0072775805192764e-6
100,0.01,218,1.0081661457808694e-6
100,0.01,219,1.0091071924115073e-6
100,0.01,220,1.0101010101010063e-6
100,0.01,221,1.0111479056277283e-6
100,0.01,222,1.012248203259392e-6
100,0.01,223,1.013402244685932e-6
100,0.01,224,1.0146103896103951e-6
100,0.01,225,1.015873015873022e-6
100,0.01,226,1.017190519784322e-6
100,0.01,227,1.018563316442121e-6
100,0.01,228,1.019991840065245e-6
100,0.01,229,1.021476544344823e-6
