S,pA,i,SFS_i
50,0.01,144,1.0850694459629492e-6
50,0.01,145,1.0818120363828608e-6
50,0.01,146,1.0786322954056473e-6
50,0.01,147,1.0755290272020951e-6
50,0.01,148,1.0725010744501677e-6
50,0.01,149,1.0695473171961448e-6
50,0.01,150,1.0666666717759785e-6
50,0.01,151,1.0638580898004872e-6
50,0.01,152,1.0611205572081736e-6
50,0.01,153,1.058453071327655e-6
50,0.01,154,1.0558547144022352e-6
50,0.01,155,1.0533245556345318e-6
50,0.01,156,1.0508617066022398e-6
50,0.01,157,1.0484653089052622e-6
50,0.01,158,1.046134532901379e-6
50,0.01,159,1.0438685769463736e-6
50,0.01,160,1.041666666667231e-6
50,0.01,161,1.0395280542633149e-6
50,0.01,162,1.0374520178440208e-6
50,0.01,163,1.0354378607851487e-6
50,0.01,164,1.0334849111200025e-6
50,0.01,165,1.0315925215191118e-6
50,0.01,166,1.0297600659042008e-6
50,0.01,167,1.0279869445652954e-6
50,0.01,168,1.02627257799616e-6
50,0.01,169,1.0246164092311435e-6
50,0.01,170,1.0230179028058755e-6
50,0.01,171,1.0214765443440073e-6
50,0.01,172,1.0199918400643212e-6
50,0.01,173,1.0185633164410746e-6
50,0.01,174,1.0171905197831368e-6
50,0.01,175,1.0158730158716784e-6
50,0.01,176,1.0146103896088736e-6
50,0.01,177,1.0134022446842063e-6
50,0.01,178,1.012248203257438e-6
50,0.01,179,1.011147905625516e-6
50,0.01,180,1.0101010100985033e-6
50,0.01,181,1.0091071924086725e-6
50,0.01,182,1.0081661457776604e-6
50,0.01,183,1.0072775805156413e-6
50,0.01,184,1.0064412238284026e-6
50,0.01,185,1.0056568196056636e-6
50,0.01,186,1.0049241282230608e-6
50,0.01,187,1.0042429263579313e-6
50,0.01,188,1.0036130068178192e-6
50,0.01,189,1.0030341783819793e-6
50,0.01,190,1.0025062656554907e-6
50,0.01,191,1.0020291089355301e-6
50,0.01,192,1.001602564090663e-6
50,0.01,193,1.0012265024519914e-6
50,0.01,194,1.000900810714438e-6
50,0.01,195,1.0006253908523076e-6
50,0.01,196,1.0004001600450293e-6
50,0.01,197,1.0002250506151183e-6
50,0.01,198,1.0001000099770954e-6
50,0.01,199,1.0000250005980728e-6
50,0.01,200,9.999999999695735e-7
50,0.01,201,1.000025000590514e-6
50,0.01,202,1.0001000099618609e-6
50,0.01,203,1.000225050591971e-6
50,0.01,204,1.000400160013608e-6
50,0.01,205,1.000625390812123e-6
50,0.01,206,1.000900810664862e-6
50,0.01,207,1.001226502392251e-6
50,0.01,208,1.0016025640198244e-6
50,0.01,209,1.0020291088524887e-6
50,0.01,210,1.002506265558949e-6
50,0.01,211,1.0030341782704312e-6
50,0.01,212,1.0036130066895227e-6
50,0.01,213,1.0042429262108832e-6
50,0.01,214,1.0049241280549635e-6
50,0.01,215,1.0056568194138911e-6
50,0.01,216,1.0064412236099577e-6
50,0.01,217,1.0072775802671094e-6
50,0.01,218,1.0081661454951569e-6
50,0.01,219,1.0091071920877823e-6
50,0.01,220,1.010101009734207e-6
50,0.01,221,1.0111479052121173e-6
50,0.01,222,1.0122482027884665e-6
50,0.01,223,1.0134022441523232e-6
50,0.01,224,1.0146103890057504e-6
50,0.01,225,1.0158730151878744e-6
50,0.01,226,1.0171905190079418e-6
50,0.01,227,1.018563315562346e-6
50,0.01,228,1.0199918390682907e-6
50,0.01,229,1.021476543215064e-6
50,0.01,230,1.0230179015263222e-6
50,0.01,231,1.0246164077809127e-6
50,0.01,232,1.0262725763525057e-6
50,0.01,233,1.0279869427024228e-6
50,0.01,234,1.0297600637928738e-6
50,0.01,235,1.031592519126181e-6
50,0.01,236,1.0334849084078907e-6
50,0.01,237,1.0354378577112486e-6
50,0.01,238,1.0374520143600271e-6
50,0.01,239,1.0395280503144613e-6
50,0.01,240,1.0416666621914209e-6
50,0.01,241,1.043868571873203e-6
50,0.01,242,1.0461345271510186e-6
50,0.01,243,1.048465302387196e-6
50,0.01,244,1.0508616992138303e-6
50,0.01,245,1.0533245472593936e-6
50,0.01,246,1.0558547049083943e-6
50,0.01,247,1.0584530605654454e-6
50,0.01,248,1.061120545007869e-6
50,0.01,249,1.0638580759696108e-6
50,0.01,250,1.0666666560962378e-6
50,0.01,251,1.0695472994199636e-6
50,0.01,252,1.0725010542967528e-6
50,0.01,253,1.0755290043529638e-6
50,0.01,254,1.0786322694995555e-6
50,0.01,255,1.0818120070100509e-6
50,0.01,256,1.0850694126586168e-6
50,0.01,257,1.0884057199823758e-6
50,0.01,258,1.0918222085556423e-6
50,0.01,259,1.095320195717001e-6
50,0.01,260,1.0989010438445916e-6
50,0.01,261,1.102566160448838e-6
50,0.01,262,1.1063169996597955e-6
50,0.01,263,1.1101550638786166e-6
50,0.01,264,1.1140819053613326e-6
50,0.01,265,1.1180991280149014e-6
50,0.01,266,1.1222083891875817e-6
50,0.01,267,1.1264114015753834e-6
50,0.01,268,1.130709935213409e-6
50,0.01,269,1.1351058195577227e-6
50,0.01,270,1.1396009456673593e-6
50,0.01,271,1.1441972684888035e-6
50,0.01,272,1.148896809249215e-6
50,0.01,273,1.1537016579657248e-6
50,0.01,274,1.158613976072274e-6
50,0.01,275,1.163635999178488e-6
50,0.01,276,1.1687700399604714e-6
50,0.01,277,1.1740184911774667e-6
50,0.01,278,1.1793838289376071e-6
50,0.01,279,1.184868615877271e-6
50,0.01,280,1.1904755048343306e-6
50,0.01,281,1.1962072424541336e-6
50,0.01,282,1.2020666730811521e-6
50,0.01,283,1.2080567428331663e-6
50,0.01,284,1.2141805038848215e-6
50,0.01,285,1.2204411189761249e-6
50,0.01,286,1.2268418661551507e-6
50,0.01,287,1.2333861437722068e-6
50,0.01,288,1.2400774757397792e-6
50,0.01,289,1.246919517071613e-6
50,0.01,290,1.2539160597313849e-6
50,0.01,291,1.261071038782137e-6
50,0.01,292,1.2683885388885642e-6
50,0.01,293,1.2758728011724295e-6
50,0.01,294,1.2835282304509597e-6
50,0.01,295,1.2913594028819258e-6
50,0.01,296,1.2993710740416485e-6
50,0.01,297,1.3075681874641174e-6
50,0.01,298,1.3159558836714686e-6
50,0.01,299,1.324539509727916e-6
50,0.01,300,1.3333246293546483e-6
50,0.01,301,1.3423170336352608e-6
50,0.01,302,1.3515227523651987e-6
50,0.01,303,1.3609480660753508e-6
50,0.01,304,1.3705995187843438e-6
50,0.01,305,1.3804839315270783e-6
50,0.01,306,1.3906084167139295e-6
50,0.01,307,1.400980393378852e-6
50,0.01,308,1.4116076033797659e-6
50,0.01,309,1.4224981286153465e-6
50,0.01,310,1.4336604093392085e-6
50,0.01,311,1.4451032636408001e-6
50,0.01,312,1.4568359081837329e-6
50,0.01,313,1.4688679802930403e-6
50,0.01,314,1.4812095614883668e-6
50,0.01,315,1.4938712025756404e-6
50,0.01,316,1.5068639503908403e-6
50,0.01,317,1.520199376388403e-6
50,0.01,318,1.533889607101338e-6
50,0.01,319,1.5479473571003425e-6
50,0.01,320,1.562385962522949e-6
50,0.01,321,1.577219419951893e-6
50,0.01,322,1.5924624252637931e-6
50,0.01,323,1.6081304164697587e-6
50,0.01,324,1.6242396193633825e-6
50,0.01,325,1.6408070964322752e-6
50,0.01,326,1.6578507992933607e-6
50,0.01,327,1.6753896249345276e-6
50,0.01,328,1.6934434760698683e-6
50,0.01,329,1.7120333259417418e-6
50,0.01,330,1.731181287935322e-6
50,0.01,331,1.7509106903992402e-6
50,0.01,332,1.771246157102295e-6
50,0.01,333,1.7922136937918748e-6
50,0.01,334,1.8138407813625205e-6
50,0.01,335,1.8361564762519448e-6
50,0.01,336,1.8591915184877667e-6
50,0.01,337,1.8829784483071915e-6
50,0.01,338,1.9075517350723867e-6
50,0.01,339,1.9329478990521984e-6
50,0.01,340,1.959205680624137e-6
50,0.01,341,1.9863661818266218e-6
50,0.01,342,2.0144730419569095e-6
50,0.01,343,2.043572622456693e-6
50,0.01,344,2.0737142068981656e-6
50,0.01,345,2.104950217412238e-6
50,0.01,346,2.1373364490067816e-6
50,0.01,347,2.170932323499706e-6
50,0.01,348,2.205801164450085e-6
50,0.01,349,2.242010495619505e-6
50,0.01,350,2.279632364447998e-6
50,0.01,351,2.318743693212321e-6
50,0.01,352,2.359426660262127e-6
50,0.01,353,2.401769115112426e-6
50,0.01,354,2.445865023372471e-6
50,0.01,355,2.491814966115829e-6
50,0.01,356,2.5397266616479036e-6
50,0.01,357,2.5897155495191083e-6
50,0.01,358,2.6419054195699235e-6
50,0.01,359,2.696429098040971e-6
50,0.01,360,2.753429194996018e-6
50,0.01,361,2.813058918859247e-6
50,0.01,362,2.8754829644395786e-6
50,0.01,363,2.9408784814444296e-6
50,0.01,364,3.009436131179812e-6
50,0.01,365,3.0813612398960227e-6
50,0.01,366,3.156875058074875e-6
50,0.01,367,3.2362161359003204e-6
50,0.01,368,3.319641826158497e-6
50,0.01,369,3.407429926940221e-6
50,0.01,370,3.4998804777915823e-6
50,0.01,371,3.597317724290436e-6
50,0.01,372,3.700092267569752e-6
50,0.01,373,3.8085834169669176e-6
50,0.01,374,3.923201765823459e-6
50,0.01,375,4.044392012493194e-6
50,0.01,376,4.172636050863196e-6
50,0.01,377,4.308456357255414e-6
50,0.01,378,4.45241970270011e-6
50,0.01,379,4.605141224455335e-6
50,0.01,380,4.767288890892221e-6
50,0.01,381,4.939588400574267e-6
50,0.01,382,5.122828558726345e-6
50,0.01,383,5.317867179285403e-6
50,0.01,384,5.525637565647839e-6
50,0.01,385,5.747155628725897e-6
50,0.01,386,5.983527707000923e-6
50,0.01,387,6.235959159977704e-6
50,0.01,388,6.505763813868915e-6
50,0.01,389,6.794374346549393e-6
50,0.01,390,7.103353707899161e-6
50,0.01,391,7.43440768169551e-6
50,0.01,392,7.789398706314801e-6
50,0.01,393,8.170361083842559e-6
50,0.01,394,8.579517720603949e-6
50,0.01,395,9.019298557514096e-6
50,0.01,396,9.492360864877571e-6
50,0.01,397,0.000010001611594978088
50,0.01,398,0.000010550232006065054
50,0.01,399,0.00001114170479392216
