S,pA,i,SFS_i
0.,0.0001,1,1.000000124686131e-6
0.,0.0001,2,5.000001246861915e-7
0.,0.0001,3,3.3333345801953933e-7
0.,0.0001,4,2.50000124686224e-7
0.,0.0001,5,2.000001246862488e-7
0.,0.0001,6,1.6666679135294053e-7
0.,0.0001,7,1.4285726754342236e-7
0.,0.0001,8,1.2500012468623446e-7
0.,0.0001,9,1.1111123579724169e-7
0.,0.0001,10,1.0000012468630769e-7
0.,0.0001,11,9.090921559541128e-8
0.,0.0001,12,8.333345801966659e-8
0.,0.0001,13,7.692320160942339e-8
0.,0.0001,14,7.142869611639123e-8
0.,0.0001,15,6.666679135304268e-8
0.,0.0001,16,6.250012468639612e-8
0.,0.0001,17,5.8823654098192e-8
0.,0.0001,18,5.555568024203594e-8
0.,0.0001,19,5.263170363394042e-8
0.,0.0001,20,5.000012468672032e-8
0.,0.0001,21,4.761917230597868e-8
0.,0.0001,22,4.545467014171205e-8
0.,0.0001,23,4.34783855568623e-8
0.,0.0001,24,4.166679135312724e-8
0.,0.0001,25,4.000012468647031e-8
0.,0.0001,26,3.84616631480186e-8
0.,0.0001,27,3.703716172352737e-8
0.,0.0001,28,3.571441040078698e-8
0.,0.0001,29,3.4482883307204746e-8
0.,0.0001,30,3.3333458019859394e-8
0.,0.0001,31,3.2258189202665445e-8
0.,0.0001,32,3.1250124686713716e-8
0.,0.0001,33,3.0303154989577686e-8
0.,0.0001,34,2.9411889392444976e-8
0.,0.0001,35,2.857155325800168e-8
0.,0.0001,36,2.7777902464364023e-8
0.,0.0001,37,2.7027151713628467e-8
0.,0.0001,38,2.631591416029856e-8
0.,0.0001,39,2.564115032764734e-8
0.,0.0001,40,2.5000124686629003e-8
0.,0.0001,41,2.4390368589076766e-8
0.,0.0001,42,2.3809648492020964e-8
0.,0.0001,43,2.3255938640145964e-8
0.,0.0001,44,2.2727397413940508e-8
0.,0.0001,45,2.2222346908900263e-8
0.,0.0001,46,2.173925512147115e-8
0.,0.0001,47,2.1276720438441653e-8
0.,0.0001,48,2.083345803057334e-8
0.,0.0001,49,2.040828795211257e-8
0.,0.0001,50,2.000012468676705e-8
0.,0.0001,51,1.9607967824029953e-8
0.,0.0001,52,1.9230893917595802e-8
0.,0.0001,53,1.8868049215233077e-8
0.,0.0001,54,1.851864320563906e-8
0.,0.0001,55,1.8181942869275293e-8
0.,0.0001,56,1.7857267545189466e-8
0.,0.0001,57,1.7543984338177914e-8
0.,0.0001,58,1.72415040010736e-8
0.,0.0001,59,1.6949277235783096e-8
0.,0.0001,60,1.6666791364206174e-8
0.,0.0001,61,1.6393567326570382e-8
0.,0.0001,62,1.61291569701769e-8
0.,0.0001,63,1.587314055985368e-8
0.,0.0001,64,1.562512468682892e-8
0.,0.0001,65,1.5384740071430168e-8
0.,0.0001,66,1.5151639838314017e-8
0.,0.0001,67,1.492549782123123e-8
0.,0.0001,68,1.4706007039854485e-8
0.,0.0001,69,1.4492878310109256e-8
0.,0.0001,70,1.4285838972648462e-8
0.,0.0001,71,1.4084631729198122e-8
0.,0.0001,72,1.38890135758439e-8
0.,0.0001,73,1.3698754823943704e-8
0.,0.0001,74,1.3513638200480964e-8
0.,0.0001,75,1.3333458020313155e-8
0.,0.0001,76,1.3158019423834927e-8
0.,0.0001,77,1.2987137674018454e-8
0.,0.0001,78,1.2820637507743679e-8
0.,0.0001,79,1.2658352535129927e-8
0.,0.0001,80,1.2500124687039426e-8
0.,0.0001,81,1.2345803699395604e-8
0.,0.0001,82,1.2195246638279813e-8
0.,0.0001,83,1.2048317457159211e-8
0.,0.0001,84,1.190488659141336e-8
0.,0.0001,85,1.1764830569352004e-8
0.,0.0001,86,1.1628031663871831e-8
0.,0.0001,87,1.1494377560752497e-8
0.,0.0001,88,1.1363761050840539e-8
0.,0.0001,89,1.1236079743380221e-8
0.,0.0001,90,1.1111235798302859e-8
0.,0.0001,91,1.0989135676197286e-8
0.,0.0001,92,1.0869689904576378e-8
0.,0.0001,93,1.0752812859227494e-8
0.,0.0001,94,1.0638422559531254e-8
0.,0.0001,95,1.0526440476674293e-8
0.,0.0001,96,1.0416791353876367e-8
0.,0.0001,97,1.0309403037734409e-8
0.,0.0001,98,1.0204206319881332e-8
0.,0.0001,99,1.0101134788247834e-8
0.,0.0001,100,1.0000124687247383e-8
0.,0.0001,101,9.901114786264447e-9
0.,0.0001,102,9.804046255894564e-9
0.,0.0001,103,9.70886255135467e-9
0.,0.0001,104,9.615509302671336e-9
0.,0.0001,105,9.523934211105653e-9
0.,0.0001,106,9.434086951456075e-9
0.,0.0001,107,9.345919079837074e-9
0.,0.0001,108,9.259383946581242e-9
0.,0.0001,109,9.174436613935793e-9
0.,0.0001,110,9.091033778250751e-9
0.,0.0001,111,9.00913369635887e-9
0.,0.0001,112,8.928696115944089e-9
0.,0.0001,113,8.849682209504705e-9
0.,0.0001,114,8.772054511952669e-9
0.,0.0001,115,8.695776861314818e-9
0.,0.0001,116,8.620814342584747e-9
0.,0.0001,117,8.547133234431442e-9
0.,0.0001,118,8.474700958618201e-9
0.,0.0001,119,8.40348603197817e-9
0.,0.0001,120,8.333458020786282e-9
0.,0.0001,121,8.26458749738085e-9
0.,0.0001,122,8.196845998949361e-9
0.,0.0001,123,8.130205988233637e-9
0.,0.0001,124,8.064640816526969e-9
0.,0.0001,125,8.000124687504777e-9
0.,0.0001,126,7.93663262402289e-9
0.,0.0001,127,7.874140435556599e-9
0.,0.0001,128,7.812624687532302e-9
0.,0.0001,129,7.752062672038598e-9
0.,0.0001,130,7.692432379863232e-9
0.,0.0001,131,7.63371247382523e-9
0.,0.0001,132,7.575882263333421e-9
0.,0.0001,133,7.518921680067248e-9
0.,0.0001,134,7.46281125476319e-9
0.,0.0001,135,7.407532095014381e-9
0.,0.0001,136,7.353065864088859e-9
0.,0.0001,137,7.299394760623983e-9
0.,0.0001,138,7.246501499241389e-9
0.,0.0001,139,7.194369291945506e-9
0.,0.0001,140,7.142981830523308e-9
0.,0.0001,141,7.09232326929468e-9
0.,0.0001,142,7.042378208979359e-9
0.,0.0001,143,6.993131681070158e-9
0.,0.0001,144,6.944569142706948e-9
0.,0.0001,145,6.896676420010195e-9
0.,0.0001,146,6.8494397633333104e-9
0.,0.0001,147,6.802845783815177e-9
0.,0.0001,148,6.756881454712455e-9
0.,0.0001,149,6.711534099413892e-9
0.,0.0001,150,6.666791379996609e-9
0.,0.0001,151,6.622641286324458e-9
0.,0.0001,152,6.5790721257039414e-9
0.,0.0001,153,6.536072403008212e-9
0.,0.0001,154,6.493631181391978e-9
0.,0.0001,155,6.4517375910836535e-9
0.,0.0001,156,6.410381098102633e-9
0.,0.0001,157,6.369551439436636e-9
0.,0.0001,158,6.329238611899022e-9
0.,0.0001,159,6.2894328639577695e-9
0.,0.0001,160,6.250124687868136e-9
0.,0.0001,161,6.2113048121061685e-9
0.,0.0001,162,6.172964194059757e-9
0.,0.0001,163,6.13509401305039e-9
0.,0.0001,164,6.097685663516995e-9
0.,0.0001,165,6.0607307485235875e-9
0.,0.0001,166,6.024221073469742e-9
0.,0.0001,167,5.988148640033707e-9
0.,0.0001,168,5.952505640328945e-9
0.,0.0001,169,5.9172844512721515e-9
0.,0.0001,170,5.882477629145475e-9
0.,0.0001,171,5.848077904281033e-9
0.,0.0001,172,5.814078176361857e-9
0.,0.0001,173,5.780471508809335e-9
0.,0.0001,174,5.747251124792041e-9
0.,0.0001,175,5.714410402306524e-9
0.,0.0001,176,5.681942869849361e-9
0.,0.0001,177,5.649842202165336e-9
0.,0.0001,178,5.618102216141215e-9
0.,0.0001,179,5.586716866597414e-9
0.,0.0001,180,5.555680243627581e-9
0.,0.0001,181,5.524986566535715e-9
0.,0.0001,182,5.494630182598457e-9
0.,0.0001,183,5.46460556242056e-9
0.,0.0001,184,5.434907296809426e-9
0.,0.0001,185,5.405530093529241e-9
0.,0.0001,186,5.376468774155761e-9
0.,0.0001,187,5.347718271032262e-9
0.,0.0001,188,5.319273624325065e-9
0.,0.0001,189,5.291129979170425e-9
0.,0.0001,190,5.263282582912249e-9
0.,0.0001,191,5.235726782427246e-9
0.,0.0001,192,5.208458021526456e-9
0.,0.0001,193,5.181471838461146e-9
0.,0.0001,194,5.1547638634696996e-9
0.,0.0001,195,5.128329816427957e-9
0.,0.0001,196,5.102165504559926e-9
0.,0.0001,197,5.0762668202242865e-9
0.,0.0001,198,5.050629738760741e-9
0.,0.0001,199,5.025250316407322e-9
0.,0.0001,200,5.0001246882779145e-9
0.,0.0001,201,4.975249066397714e-9
0.,0.0001,202,4.950619737803151e-9
0.,0.0001,203,4.92623306269223e-9
0.,0.0001,204,4.902085472631338e-9
0.,0.0001,205,4.878173468814955e-9
0.,0.0001,206,4.8544936203755986e-9
0.,0.0001,207,4.83104256274277e-9
0.,0.0001,208,4.807816996049993e-9
0.,0.0001,209,4.784813683584361e-9
0.,0.0001,210,4.762029450287458e-9
0.,0.0001,211,4.739461181283754e-9
0.,0.0001,212,4.7171058204785724e-9
0.,0.0001,213,4.694960369164614e-9
0.,0.0001,214,4.673021884685465e-9
0.,0.0001,215,4.651287479131792e-9
0.,0.0001,216,4.629754318073244e-9
0.,0.0001,217,4.6084196193309714e-9
0.,0.0001,218,4.587280651768557e-9
0.,0.0001,219,4.56633473413646e-9
