S,pA,i,SFS_i
1000,0.001,1,0.000010025062656641678
1000,0.001,2,5.025125628140731e-6
1000,0.001,3,3.358522250209932e-6
1000,0.001,4,2.525252525252587e-6
1000,0.001,5,2.025316455696347e-6
1000,0.001,6,1.6920473773267903e-6
1000,0.001,7,1.4540167211924056e-6
1000,0.001,8,1.2755102040811215e-6
1000,0.001,9,1.1366865586797312e-6
1000,0.001,10,1.0256410256410252e-6
1000,0.001,11,9.347978499649458e-7
1000,0.001,12,8.591065292096246e-7
1000,0.001,13,7.950705625124298e-7
1000,0.001,14,7.401924500518459e-7
1000,0.001,15,6.926406926407481e-7
1000,0.001,16,6.51041666666814e-7
1000,0.001,17,6.14344954692428e-7
1000,0.001,18,5.817335660275973e-7
1000,0.001,19,5.525625086355208e-7
1000,0.001,20,5.26315789476924e-7
1000,0.001,21,5.025757004702825e-7
1000,0.001,22,4.810004810082394e-7
1000,0.001,23,4.61307807643475e-7
1000,0.001,24,4.432624113475172e-7
1000,0.001,25,4.2666666666666885e-7
1000,0.001,26,4.1135335252982596e-7
1000,0.001,27,3.971800218449059e-7
1000,0.001,28,3.8402457757298094e-7
1000,0.001,29,3.7178176410450296e-7
1000,0.001,30,3.603603603604042e-7
1000,0.001,31,3.496809161640406e-7
1000,0.001,32,3.396739130451593e-7
1000,0.001,33,3.302782594335125e-7
1000,0.001,34,3.214400502122344e-7
1000,0.001,35,3.1311154598825925e-7
1000,0.001,36,3.052503052503014e-7
1000,0.001,37,2.978184796367119e-7
1000,0.001,38,2.907822041291808e-7
1000,0.001,39,2.841110874352289e-7
1000,0.001,40,2.7777777777778983e-7
1000,0.001,41,2.717575922277315e-7
1000,0.001,42,2.6602819894479276e-7
1000,0.001,43,2.6056934401667423e-7
1000,0.001,44,2.55362614913177e-7
1000,0.001,45,2.503912363067331e-7
1000,0.001,46,2.4563989191845815e-7
1000,0.001,47,2.410945694297769e-7
1000,0.001,48,2.3674242424442128e-7
1000,0.001,49,2.3257166114403185e-7
1000,0.001,50,2.285714285718744e-7
1000,0.001,51,2.2473172650197662e-7
1000,0.001,52,2.2104332449264854e-7
1000,0.001,53,2.1749768908933073e-7
1000,0.001,54,2.140869192920765e-7
1000,0.001,55,2.108036890733851e-7
1000,0.001,56,2.0764119602960462e-7
